Time_sample,Sway_M1_sight_T1,Sway_M2_sight_T1,Sway_M3_sight_T1,Sway_M4_sight_T1,Sway_M1_sight_T2,Sway_M2_sight_T2,Sway_M3_sight_T2,Sway_M4_sight_T2,Sway_M1_sight_T3,Sway_M2_sight_T3,Sway_M3_sight_T3,Sway_M4_sight_T3,Sway_M1_nosight_T1,Sway_M2_nosight_T1,Sway_M3_nosight_T1,Sway_M4_nosight_T1,Sway_M1_nosight_T2,Sway_M2_nosight_T2,Sway_M3_nosight_T2,Sway_M4_nosight_T2,Sway_M1_nosight_T3,Sway_M2_nosight_T3,Sway_M3_nosight_T3,Sway_M4_nosight_T3
682,-2.3,3.5,0,-1.7,-2.1,-2.3,2.7,-10,-2,-2.1,-2.2,-2.4,-3.4,3.3,9.7,-0.5,-5.4,3.4,8.7,-0.1,-3.5,3.7,9.1,-0.1
683,0,7.1,2.6,0,0,0,5.5,-10.1,0,0,0,0,0,6.4,-9.9,0,0,6.5,-10.9,0,0,6.8,-10.4,0
684,2.4,8.9,5.1,1.9,2.2,2.5,9.6,-6,2.1,2.2,2.2,2.5,2.9,9.3,-6.8,0.9,0.9,9.4,-7.8,0.3,3,9.7,-7.8,0.5
685,5.2,-9.5,5.8,2.7,5.5,5.8,-9.5,-3.2,5.4,5.5,5.6,5.8,5.8,-9.4,-4.2,1.5,3.8,-9.5,-5.2,1.2,5.9,-9.7,-4.8,1.4
686,8.7,-6.7,9.4,4.8,8.6,9.5,-5.4,-2.1,8.5,8.6,8.7,8.9,8.5,-6,-2.9,4,6.5,-6.1,-3.9,3.9,8.5,-6.3,-3.5,4.1
687,-8.6,-3.1,11,7.3,-8.2,-9,-2.6,-0.6,-8,-8.4,-8.5,-8.8,-8.4,-3.1,-1.5,5.4,-8.2,-3.2,-2.5,5.5,-8.5,-3.5,-2.1,5.7
688,-5,-1.4,-10.1,8.9,-4.9,-5.1,-1.5,0,-4.8,-5,-5,-5.3,-6.1,-1.2,0,8.5,-8.1,-1.3,0,8.5,-6.2,-1.6,0,8.7
689,-2.3,0,-8.9,10.4,-2.1,-2.3,0,-0.5,-2,-2.1,-2.2,-2.4,-3.4,0,1.6,9.9,-5.4,0,0.6,9.9,-3.5,0,1,10.1
690,0,1.7,-5.4,-10.9,0,0,1.6,-2,0,0,0,0,0,1.3,3.3,-10.3,0,1.4,2.3,-10,0,1.7,2.7,-9.8
691,2.4,3.5,-4.9,-9.4,2.2,2.5,2.7,-3.1,2.1,2.2,2.2,2.5,2.9,3.3,4.5,-8.6,0.9,3.4,3.5,-8.3,3,3.7,3.9,-8.1
692,5.2,7.1,-2.3,-7.2,5.5,5.8,5.5,-5,5.4,5.5,5.6,5.8,5.8,6.4,7,-5.9,3.8,6.5,6,-5.6,5.9,6.8,6.4,-5.4
693,8.7,8.9,0,-5.1,8.6,9.5,9.6,-10,8.5,8.6,8.7,8.9,8.5,9.3,9.7,-3.8,6.5,9.4,8.7,-3.5,8.5,9.7,9.1,-3.3
694,-8.6,-9.5,2.6,-2.4,-8.2,-9,-9.5,-10.1,-8,-8.4,-8.5,-8.8,-8.4,-9.4,-9.9,-1.2,-8.2,-9.5,-10.9,-0.7,-8.5,-9.7,-10.4,-0.5
695,-5,-6.7,5.1,-1.7,-4.9,-5.1,-5.4,-6,-4.8,-5,-5,-5.3,-6.1,-6,-6.8,-0.5,-8.1,-6.1,-7.8,-0.1,-6.2,-6.3,-7.8,-0.1
696,-2.3,-3.1,5.8,0,-2.1,-2.3,-2.6,-3.2,-2,-2.1,-2.2,-2.4,-3.4,-3.1,-4.2,0,-5.4,-3.2,-5.2,0,-3.5,-3.5,-4.8,0
697,0,-1.4,9.4,1.9,0,0,-1.5,-2.1,0,0,0,0,0,-1.2,-2.9,0.9,0,-1.3,-3.9,0.3,0,-1.6,-3.5,0.5
698,2.4,0,11,2.7,2.2,2.5,0,-0.6,2.1,2.2,2.2,2.5,2.9,0,-1.5,1.5,0.9,0,-2.5,1.2,3,0,-2.1,1.4
699,5.2,1.7,-10.1,4.8,5.5,5.8,1.6,0,5.4,5.5,5.6,5.8,5.8,1.3,0,4,3.8,1.4,0,3.9,5.9,1.7,0,4.1
700,8.7,3.5,-8.9,7.3,8.6,9.5,2.7,-0.5,8.5,8.6,8.7,8.9,8.5,3.3,1.6,5.4,6.5,3.4,0.6,5.5,8.5,3.7,1,5.7
701,-8.6,7.1,-5.4,8.9,-8.2,-9,5.5,-2,-8,-8.4,-8.5,-8.8,-8.4,6.4,3.3,8.5,-8.2,6.5,2.3,8.5,-8.5,6.8,2.7,8.7
702,-5,8.9,-4.9,10.4,-4.9,-5.1,9.6,-3.1,-4.8,-5,-5,-5.3,-6.1,9.3,4.5,9.9,-8.1,9.4,3.5,9.9,-6.2,9.7,3.9,10.1
703,-2.3,-9.5,-2.3,-10.9,-2.1,-2.3,-9.5,-5,-2,-2.1,-2.2,-2.4,-3.4,-9.4,7,-10.3,-5.4,-9.5,6,-10,-3.5,-9.7,6.4,-9.8
704,0,-6.7,0,-9.4,0,0,-5.4,-10,0,0,0,0,0,-6,9.7,-8.6,0,-6.1,8.7,-8.3,0,-6.3,9.1,-8.1
705,2.4,-3.1,2.6,-7.2,2.2,2.5,-2.6,-10.1,2.1,2.2,2.2,2.5,2.9,-3.1,-9.9,-5.9,0.9,-3.2,-10.9,-5.6,3,-3.5,-10.4,-5.4
706,5.2,-1.4,5.1,-5.1,5.5,5.8,-1.5,-6,5.4,5.5,5.6,5.8,5.8,-1.2,-6.8,-3.8,3.8,-1.3,-7.8,-3.5,5.9,-1.6,-7.8,-3.3
707,8.7,0,5.8,-2.4,8.6,9.5,0,-3.2,8.5,8.6,8.7,8.9,8.5,0,-4.2,-1.2,6.5,0,-5.2,-0.7,8.5,0,-4.8,-0.5
708,-8.6,1.7,9.4,-1.7,-8.2,-9,1.6,-2.1,-8,-8.4,-8.5,-8.8,-8.4,1.3,-2.9,-0.5,-8.2,1.4,-3.9,-0.1,-8.5,1.7,-3.5,-0.1
709,-5,3.5,11,0,-4.9,-5.1,2.7,-0.6,-4.8,-5,-5,-5.3,-6.1,3.3,-1.5,0,-8.1,3.4,-2.5,0,-6.2,3.7,-2.1,0
710,-2.3,7.1,-10.1,1.9,-2.1,-2.3,5.5,0,-2,-2.1,-2.2,-2.4,-3.4,6.4,0,0.9,-5.4,6.5,0,0.3,-3.5,6.8,0,0.5
711,0,8.9,-8.9,2.7,0,0,9.6,-0.5,0,0,0,0,0,9.3,1.6,1.5,0,9.4,0.6,1.2,0,9.7,1,1.4
712,2.4,-9.5,-5.4,4.8,2.2,2.5,-9.5,-2,2.1,2.2,2.2,2.5,2.9,-9.4,3.3,4,0.9,-9.5,2.3,3.9,3,-9.7,2.7,4.1
713,5.2,-6.7,-4.9,7.3,5.5,5.8,-5.4,-3.1,5.4,5.5,5.6,5.8,5.8,-6,4.5,5.4,3.8,-6.1,3.5,5.5,5.9,-6.3,3.9,5.7
714,8.7,-3.1,-2.3,8.9,8.6,9.5,-2.6,-5,8.5,8.6,8.7,8.9,8.5,-3.1,7,8.5,6.5,-3.2,6,8.5,8.5,-3.5,6.4,8.7
715,-8.6,-1.4,0,10.4,-8.2,-9,-1.5,-10,-8,-8.4,-8.5,-8.8,-8.4,-1.2,9.7,9.9,-8.2,-1.3,8.7,9.9,-8.5,-1.6,9.1,10.1
716,-5,0,2.6,-10.9,-4.9,-5.1,0,-10.1,-4.8,-5,-5,-5.3,-6.1,0,-9.9,-10.3,-8.1,0,-10.9,-10,-6.2,0,-10.4,-9.8
717,-2.3,1.7,5.1,-9.4,-2.1,-2.3,1.6,-6,-2,-2.1,-2.2,-2.4,-3.4,1.3,-6.8,-8.6,-5.4,1.4,-7.8,-8.3,-3.5,1.7,-7.8,-8.1
718,0,3.5,5.8,-7.2,0,0,2.7,-3.2,0,0,0,0,0,3.3,-4.2,-5.9,0,3.4,-5.2,-5.6,0,3.7,-4.8,-5.4
719,2.4,7.1,9.4,-5.1,2.2,2.5,5.5,-2.1,2.1,2.2,2.2,2.5,2.9,6.4,-2.9,-3.8,0.9,6.5,-3.9,-3.5,3,6.8,-3.5,-3.3
720,5.2,8.9,11,-2.4,5.5,5.8,9.6,-0.6,5.4,5.5,5.6,5.8,5.8,9.3,-1.5,-1.2,3.8,9.4,-2.5,-0.7,5.9,9.7,-2.1,-0.5
721,8.7,-9.5,-10.1,-1.7,8.6,9.5,-9.5,0,8.5,8.6,8.7,8.9,8.5,-9.4,0,-0.5,6.5,-9.5,0,-0.1,8.5,-9.7,0,-0.1
722,-8.6,-6.7,-8.9,0,-8.2,-9,-5.4,-0.5,-8,-8.4,-8.5,-8.8,-8.4,-6,1.6,0,-8.2,-6.1,0.6,0,-8.5,-6.3,1,0
723,-5,-3.1,-5.4,1.9,-4.9,-5.1,-2.6,-2,-4.8,-5,-5,-5.3,-6.1,-3.1,3.3,0.9,-8.1,-3.2,2.3,0.3,-6.2,-3.5,2.7,0.5
724,-2.3,-1.4,-4.9,2.7,-2.1,-2.3,-1.5,-3.1,-2,-2.1,-2.2,-2.4,-3.4,-1.2,4.5,1.5,-5.4,-1.3,3.5,1.2,-3.5,-1.6,3.9,1.4
725,0,0,-2.3,4.8,0,0,0,-5,0,0,0,0,0,0,7,4,0,0,6,3.9,0,0,6.4,4.1
726,2.4,1.7,0,7.3,2.2,2.5,1.6,-10,2.1,2.2,2.2,2.5,2.9,1.3,9.7,5.4,0.9,1.4,8.7,5.5,3,1.7,9.1,5.7
727,5.2,3.5,2.6,8.9,5.5,5.8,2.7,-10.1,5.4,5.5,5.6,5.8,5.8,3.3,-9.9,8.5,3.8,3.4,-10.9,8.5,5.9,3.7,-10.4,8.7
728,8.7,7.1,5.1,10.4,8.6,9.5,5.5,-6,8.5,8.6,8.7,8.9,8.5,6.4,-6.8,9.9,6.5,6.5,-7.8,9.9,8.5,6.8,-7.8,10.1
729,-8.6,8.9,5.8,-10.9,-8.2,-9,9.6,-3.2,-8,-8.4,-8.5,-8.8,-8.4,9.3,-4.2,-10.3,-8.2,9.4,-5.2,-10,-8.5,9.7,-4.8,-9.8
730,-5,-9.5,9.4,-9.4,-4.9,-5.1,-9.5,-2.1,-4.8,-5,-5,-5.3,-6.1,-9.4,-2.9,-8.6,-8.1,-9.5,-3.9,-8.3,-6.2,-9.7,-3.5,-8.1
731,-2.3,-6.7,11,-7.2,-2.1,-2.3,-5.4,-0.6,-2,-2.1,-2.2,-2.4,-3.4,-6,-1.5,-5.9,-5.4,-6.1,-2.5,-5.6,-3.5,-6.3,-2.1,-5.4
732,0,-3.1,-10.1,-5.1,0,0,-2.6,0,0,0,0,0,0,-3.1,0,-3.8,0,-3.2,0,-3.5,0,-3.5,0,-3.3
733,2.4,-1.4,-8.9,-2.4,2.2,2.5,-1.5,-0.5,2.1,2.2,2.2,2.5,2.9,-1.2,1.6,-1.2,0.9,-1.3,0.6,-0.7,3,-1.6,1,-0.5
734,5.2,0,-5.4,-1.7,5.5,5.8,0,-2,5.4,5.5,5.6,5.8,5.8,0,3.3,-0.5,3.8,0,2.3,-0.1,5.9,0,2.7,-0.1
735,8.7,1.7,-4.9,0,8.6,9.5,1.6,-3.1,8.5,8.6,8.7,8.9,8.5,1.3,4.5,0,6.5,1.4,3.5,0,8.5,1.7,3.9,0
736,-8.6,3.5,-2.3,1.9,-8.2,-9,2.7,-5,-8,-8.4,-8.5,-8.8,-8.4,3.3,7,0.9,-8.2,3.4,6,0.3,-8.5,3.7,6.4,0.5
737,-5,7.1,0,2.7,-4.9,-5.1,5.5,-10,-4.8,-5,-5,-5.3,-6.1,6.4,9.7,1.5,-8.1,6.5,8.7,1.2,-6.2,6.8,9.1,1.4
738,-2.3,8.9,2.6,4.8,-2.1,-2.3,9.6,-10.1,-2,-2.1,-2.2,-2.4,-3.4,9.3,-9.9,4,-5.4,9.4,-10.9,3.9,-3.5,9.7,-10.4,4.1
739,0,-9.5,5.1,7.3,0,0,-9.5,-6,0,0,0,0,0,-9.4,-6.8,5.4,0,-9.5,-7.8,5.5,0,-9.7,-7.8,5.7
740,2.4,-6.7,5.8,8.9,2.2,2.5,-5.4,-3.2,2.1,2.2,2.2,2.5,2.9,-6,-4.2,8.5,0.9,-6.1,-5.2,8.5,3,-6.3,-4.8,8.7
741,5.2,-3.1,9.4,10.4,5.5,5.8,-2.6,-2.1,5.4,5.5,5.6,5.8,5.8,-3.1,-2.9,9.9,3.8,-3.2,-3.9,9.9,5.9,-3.5,-3.5,10.1
742,8.7,-1.4,11,-10.9,8.6,9.5,-1.5,-0.6,8.5,8.6,8.7,8.9,8.5,-1.2,-1.5,-10.3,6.5,-1.3,-2.5,-10,8.5,-1.6,-2.1,-9.8
743,-8.6,0,-10.1,-9.4,-8.2,-9,0,0,-8,-8.4,-8.5,-8.8,-8.4,0,0,-8.6,-8.2,0,0,-8.3,-8.5,0,0,-8.1
744,-5,1.7,-8.9,-7.2,-4.9,-5.1,1.6,-0.5,-4.8,-5,-5,-5.3,-6.1,1.3,1.6,-5.9,-8.1,1.4,0.6,-5.6,-6.2,1.7,1,-5.4
745,-2.3,3.5,-5.4,-5.1,-2.1,-2.3,2.7,-2,-2,-2.1,-2.2,-2.4,-3.4,3.3,3.3,-3.8,-5.4,3.4,2.3,-3.5,-3.5,3.7,2.7,-3.3
746,0,7.1,-4.9,-2.4,0,0,5.5,-3.1,0,0,0,0,0,6.4,4.5,-1.2,0,6.5,3.5,-0.7,0,6.8,3.9,-0.5
747,2.4,8.9,-2.3,-1.7,2.2,2.5,9.6,-5,2.1,2.2,2.2,2.5,2.9,9.3,7,-0.5,0.9,9.4,6,-0.1,3,9.7,6.4,-0.1
748,5.2,-9.5,0,0,5.5,5.8,-9.5,-10,5.4,5.5,5.6,5.8,5.8,-9.4,9.7,0,3.8,-9.5,8.7,0,5.9,-9.7,9.1,0
749,8.7,-6.7,2.6,1.9,8.6,9.5,-5.4,-10.1,8.5,8.6,8.7,8.9,8.5,-6,-9.9,0.9,6.5,-6.1,-10.9,0.3,8.5,-6.3,-10.4,0.5
750,-8.6,-3.1,5.1,2.7,-8.2,-9,-2.6,-6,-8,-8.4,-8.5,-8.8,-8.4,-3.1,-6.8,1.5,-8.2,-3.2,-7.8,1.2,-8.5,-3.5,-7.8,1.4
751,-5,-1.4,5.8,4.8,-4.9,-5.1,-1.5,-3.2,-4.8,-5,-5,-5.3,-6.1,-1.2,-4.2,4,-8.1,-1.3,-5.2,3.9,-6.2,-1.6,-4.8,4.1
752,-2.3,0,9.4,7.3,-2.1,-2.3,0,-2.1,-2,-2.1,-2.2,-2.4,-3.4,0,-2.9,5.4,-5.4,0,-3.9,5.5,-3.5,0,-3.5,5.7
753,0,1.7,11,8.9,0,0,1.6,-0.6,0,0,0,0,0,1.3,-1.5,8.5,0,1.4,-2.5,8.5,0,1.7,-2.1,8.7
754,2.4,3.5,-10.1,10.4,2.2,2.5,2.7,0,2.1,2.2,2.2,2.5,2.9,3.3,0,9.9,0.9,3.4,0,9.9,3,3.7,0,10.1
755,5.2,7.1,-8.9,-10.9,5.5,5.8,5.5,-0.5,5.4,5.5,5.6,5.8,5.8,6.4,1.6,-10.3,3.8,6.5,0.6,-10,5.9,6.8,1,-9.8
756,8.7,8.9,-5.4,-9.4,8.6,9.5,9.6,-2,8.5,8.6,8.7,8.9,8.5,9.3,3.3,-8.6,6.5,9.4,2.3,-8.3,8.5,9.7,2.7,-8.1
757,-8.6,-9.5,-4.9,-7.2,-8.2,-9,-9.5,-3.1,-8,-8.4,-8.5,-8.8,-8.4,-9.4,4.5,-5.9,-8.2,-9.5,3.5,-5.6,-8.5,-9.7,3.9,-5.4
758,-5,-6.7,-2.3,-5.1,-4.9,-5.1,-5.4,-5,-4.8,-5,-5,-5.3,-6.1,-6,7,-3.8,-8.1,-6.1,6,-3.5,-6.2,-6.3,6.4,-3.3
759,-2.3,-3.1,0,-2.4,-2.1,-2.3,-2.6,-10,-2,-2.1,-2.2,-2.4,-3.4,-3.1,9.7,-1.2,-5.4,-3.2,8.7,-0.7,-3.5,-3.5,9.1,-0.5
760,0,-1.4,2.6,-1.7,0,0,-1.5,-10.1,0,0,0,0,0,-1.2,-9.9,-0.5,0,-1.3,-10.9,-0.1,0,-1.6,-10.4,-0.1
761,2.4,0,5.1,0,2.2,2.5,0,-6,2.1,2.2,2.2,2.5,2.9,0,-6.8,0,0.9,0,-7.8,0,3,0,-7.8,0
762,5.2,1.7,5.8,1.9,5.5,5.8,1.6,-3.2,5.4,5.5,5.6,5.8,5.8,1.3,-4.2,0.9,3.8,1.4,-5.2,0.3,5.9,1.7,-4.8,0.5
763,8.7,3.5,9.4,2.7,8.6,9.5,2.7,-2.1,8.5,8.6,8.7,8.9,8.5,3.3,-2.9,1.5,6.5,3.4,-3.9,1.2,8.5,3.7,-3.5,1.4
764,-8.6,7.1,11,4.8,-8.2,-9,5.5,-0.6,-8,-8.4,-8.5,-8.8,-8.4,6.4,-1.5,4,-8.2,6.5,-2.5,3.9,-8.5,6.8,-2.1,4.1
765,-5,8.9,-8.9,7.3,-4.9,-5.1,9.6,0,-4.8,-5,-5,-5.3,-6.1,9.3,0,5.4,-8.1,9.4,0,5.5,-6.2,9.7,0,5.7
766,-2.3,-9.5,-5.4,8.9,-2.1,-2.3,-9.5,-0.5,-2,-2.1,-2.2,-2.4,-3.4,-9.4,1.6,8.5,-5.4,-9.5,0.6,8.5,-3.5,-9.7,1,8.7
767,0,-6.7,-4.9,10.4,0,0,-5.4,-2,0,0,0,0,0,-6,3.3,9.9,0,-6.1,2.3,9.9,0,-6.3,2.7,10.1
768,2.4,-3.1,-2.3,-10.9,2.2,2.5,-2.6,-3.1,2.1,2.2,2.2,2.5,2.9,-3.1,4.5,-10.3,0.9,-3.2,3.5,-10,3,-3.5,3.9,-9.8
769,5.2,-1.4,0,-9.4,5.5,5.8,-1.5,-5,5.4,5.5,5.6,5.8,5.8,-1.2,7,-8.6,3.8,-1.3,6,-8.3,5.9,-1.6,6.4,-8.1
770,8.7,0,2.6,-7.2,8.6,9.5,0,-10,8.5,8.6,8.7,8.9,8.5,0,9.7,-5.9,6.5,0,8.7,-5.6,8.5,0,9.1,-5.4
771,-8.6,1.7,5.1,-5.1,-8.2,-9,1.6,-10.1,-8,-8.4,-8.5,-8.8,-8.4,1.3,-9.9,-3.8,-8.2,1.4,-10.9,-3.5,-8.5,1.7,-10.4,-3.3
772,-5,3.5,5.8,-2.4,-4.9,-5.1,2.7,-6,-4.8,-5,-5,-5.3,-6.1,3.3,-6.8,-1.2,-8.1,3.4,-7.8,-0.7,-6.2,3.7,-7.8,-0.5
773,-2.3,7.1,9.4,-1.7,-2.1,-2.3,5.5,-3.2,-2,-2.1,-2.2,-2.4,-3.4,6.4,-4.2,-0.5,-5.4,6.5,-5.2,-0.1,-3.5,6.8,-4.8,-0.1
774,0,8.9,11,0,0,0,9.6,-2.1,0,0,0,0,0,9.3,-2.9,0,0,9.4,-3.9,0,0,9.7,-3.5,0
775,2.4,-9.5,-10.1,1.9,2.2,2.5,-9.5,-0.6,2.1,2.2,2.2,2.5,2.9,-9.4,-1.5,0.9,0.9,-9.5,-2.5,0.3,3,-9.7,-2.1,0.5
776,5.2,-6.7,-8.9,2.7,5.5,5.8,-5.4,0,5.4,5.5,5.6,5.8,5.8,-6,0,1.5,3.8,-6.1,0,1.2,5.9,-6.3,0,1.4
777,8.7,-3.1,-5.4,4.8,8.6,9.5,-2.6,-0.5,8.5,8.6,8.7,8.9,8.5,-3.1,1.6,4,6.5,-3.2,0.6,3.9,8.5,-3.5,1,4.1
778,-8.6,-1.4,-4.9,7.3,-8.2,-9,-1.5,-2,-8,-8.4,-8.5,-8.8,-8.4,-1.2,3.3,5.4,-8.2,-1.3,2.3,5.5,-8.5,-1.6,2.7,5.7
779,-5,0,-2.3,8.9,-4.9,-5.1,0,-3.1,-4.8,-5,-5,-5.3,-6.1,0,4.5,8.5,-8.1,0,3.5,8.5,-6.2,0,3.9,8.7
780,-2.3,1.7,0,10.4,-2.1,-2.3,1.6,-5,-2,-2.1,-2.2,-2.4,-3.4,1.3,7,9.9,-5.4,1.4,6,9.9,-3.5,1.7,6.4,10.1
781,0,3.5,2.6,-10.9,0,0,2.7,-10,0,0,0,0,0,3.3,9.7,-10.3,0,3.4,8.7,-10,0,3.7,9.1,-9.8
782,2.4,7.1,5.1,-9.4,2.2,2.5,5.5,-10.1,2.1,2.2,2.2,2.5,2.9,6.4,-9.9,-8.6,0.9,6.5,-10.9,-8.3,3,6.8,-10.4,-8.1
783,5.2,8.9,5.8,-7.2,5.5,5.8,9.6,-6,5.4,5.5,5.6,5.8,5.8,9.3,-6.8,-5.9,3.8,9.4,-7.8,-5.6,5.9,9.7,-7.8,-5.4
784,8.7,-9.5,9.4,-5.1,8.6,9.5,-9.5,-3.2,8.5,8.6,8.7,8.9,8.5,-9.4,-4.2,-3.8,6.5,-9.5,-5.2,-3.5,8.5,-9.7,-4.8,-3.3
785,-8.6,-6.7,11,-2.4,-8.2,-9,-5.4,-2.1,-8,-8.4,-8.5,-8.8,-8.4,-6,-2.9,-1.2,-8.2,-6.1,-3.9,-0.7,-8.5,-6.3,-3.5,-0.5
786,-5,-3.1,-10.1,-1.7,-4.9,-5.1,-2.6,-0.6,-4.8,-5,-5,-5.3,-6.1,-3.1,-1.5,-0.5,-8.1,-3.2,-2.5,-0.1,-6.2,-3.5,-2.1,-0.1
787,-2.3,-1.4,-8.9,0,-2.1,-2.3,-1.5,0,-2,-2.1,-2.2,-2.4,-3.4,-1.2,0,0,-5.4,-1.3,0,0,-3.5,-1.6,0,0
788,0,0,-5.4,1.9,0,0,0,-0.5,0,0,0,0,0,0,1.6,0.9,0,0,0.6,0.3,0,0,1,0.5
789,2.4,1.7,-4.9,2.7,2.2,2.5,1.6,-2,2.1,2.2,2.2,2.5,2.9,1.3,3.3,1.5,0.9,1.4,2.3,1.2,3,1.7,2.7,1.4
790,5.2,3.5,-2.3,4.8,5.5,5.8,2.7,-3.1,5.4,5.5,5.6,5.8,5.8,3.3,4.5,4,3.8,3.4,3.5,3.9,5.9,3.7,3.9,4.1
791,8.7,7.1,0,7.3,8.6,9.5,5.5,-5,8.5,8.6,8.7,8.9,8.5,6.4,7,5.4,6.5,6.5,6,5.5,8.5,6.8,6.4,5.7
792,-8.6,8.9,2.6,8.9,-8.2,-9,9.6,-10,-8,-8.4,-8.5,-8.8,-8.4,9.3,9.7,8.5,-8.2,9.4,8.7,8.5,-8.5,9.7,9.1,8.7
793,-5,-9.5,5.1,10.4,-4.9,-5.1,-9.5,-10.1,-4.8,-5,-5,-5.3,-6.1,-9.4,-9.9,9.9,-8.1,-9.5,-10.9,9.9,-6.2,-9.7,-10.4,10.1
794,-2.3,-6.7,5.8,-10.9,-2.1,-2.3,-5.4,-6,-2,-2.1,-2.2,-2.4,-3.4,-6,-6.8,-10.3,-5.4,-6.1,-7.8,-10,-3.5,-6.3,-7.8,-9.8
795,0,-3.1,9.4,-9.4,0,0,-2.6,-3.2,0,0,0,0,0,-3.1,-4.2,-8.6,0,-3.2,-5.2,-8.3,0,-3.5,-4.8,-8.1
796,2.4,-1.4,11,-7.2,2.2,2.5,-1.5,-2.1,2.1,2.2,2.2,2.5,2.9,-1.2,-2.9,-5.9,0.9,-1.3,-3.9,-5.6,3,-1.6,-3.5,-5.4
797,5.2,0,-10.1,-5.1,5.5,5.8,0,-0.6,5.4,5.5,5.6,5.8,5.8,0,-1.5,-3.8,3.8,0,-2.5,-3.5,5.9,0,-2.1,-3.3
798,8.7,1.7,-8.9,-2.4,8.6,9.5,1.6,0,8.5,8.6,8.7,8.9,8.5,1.3,0,-1.2,6.5,1.4,0,-0.7,8.5,1.7,0,-0.5
799,-8.6,3.5,-5.4,-1.7,-8.2,-9,2.7,-0.5,-8,-8.4,-8.5,-8.8,-8.4,3.3,1.6,-0.5,-8.2,3.4,0.6,-0.1,-8.5,3.7,1,-0.1
800,-5,7.1,-4.9,0,-4.9,-5.1,5.5,-2,-4.8,-5,-5,-5.3,-6.1,6.4,3.3,0,-8.1,6.5,2.3,0,-6.2,6.8,2.7,0
801,-2.3,8.9,-2.3,1.9,-2.1,-2.3,9.6,-3.1,-2,-2.1,-2.2,-2.4,-3.4,9.3,4.5,0.9,-5.4,9.4,3.5,0.3,-3.5,9.7,3.9,0.5
802,0,-9.5,0,2.7,0,0,-9.5,-5,0,0,0,0,0,-9.4,7,1.5,0,-9.5,6,1.2,0,-9.7,6.4,1.4
803,2.4,-6.7,2.6,4.8,2.2,2.5,-5.4,-10,2.1,2.2,2.2,2.5,2.9,-6,9.7,4,0.9,-6.1,8.7,3.9,3,-6.3,9.1,4.1
804,5.2,-3.1,5.1,7.3,5.5,5.8,-2.6,-10.1,5.4,5.5,5.6,5.8,5.8,-3.1,-9.9,5.4,3.8,-3.2,-10.9,5.5,5.9,-3.5,-10.4,5.7
805,8.7,-1.4,5.8,8.9,8.6,9.5,-1.5,-6,8.5,8.6,8.7,8.9,8.5,-1.2,-6.8,8.5,6.5,-1.3,-7.8,8.5,8.5,-1.6,-7.8,8.7
806,-8.6,0,9.4,10.4,-8.2,-9,0,-3.2,-8,-8.4,-8.5,-8.8,-8.4,0,-4.2,9.9,-8.2,0,-5.2,9.9,-8.5,0,-4.8,10.1
807,-5,1.7,11,-10.9,-4.9,-5.1,1.6,-2.1,-4.8,-5,-5,-5.3,-6.1,1.3,-2.9,-10.3,-8.1,1.4,-3.9,-10,-6.2,1.7,-3.5,-9.8
808,-2.3,3.5,-10.1,-9.4,-2.1,-2.3,2.7,-0.6,-2,-2.1,-2.2,-2.4,-3.4,3.3,-1.5,-8.6,-5.4,3.4,-2.5,-8.3,-3.5,3.7,-2.1,-8.1
809,0,7.1,-8.9,-7.2,0,0,5.5,0,0,0,0,0,0,6.4,0,-5.9,0,6.5,0,-5.6,0,6.8,0,-5.4
810,2.4,8.9,-5.4,-5.1,2.2,2.5,9.6,-0.5,2.1,2.2,2.2,2.5,2.9,9.3,1.6,-3.8,0.9,9.4,0.6,-3.5,3,9.7,1,-3.3
811,5.2,-9.5,-4.9,-2.4,5.5,5.8,-9.5,-2,5.4,5.5,5.6,5.8,5.8,-9.4,3.3,-1.2,3.8,-9.5,2.3,-0.7,5.9,-9.7,2.7,-0.5
812,8.7,-6.7,-2.3,-1.7,8.6,9.5,-5.4,-3.1,8.5,8.6,8.7,8.9,8.5,-6,4.5,-0.5,6.5,-6.1,3.5,-0.1,8.5,-6.3,3.9,-0.1
813,-8.6,-3.1,0,0,-8.2,-9,-2.6,-5,-8,-8.4,-8.5,-8.8,-8.4,-3.1,7,0,-8.2,-3.2,6,0,-8.5,-3.5,6.4,0
814,-5,-1.4,2.6,1.9,-4.9,-5.1,-1.5,-10,-4.8,-5,-5,-5.3,-6.1,-1.2,9.7,0.9,-8.1,-1.3,8.7,0.3,-6.2,-1.6,9.1,0.5
815,-2.3,0,5.1,2.7,-2.1,-2.3,0,-10.1,-2,-2.1,-2.2,-2.4,-3.4,0,-9.9,1.5,-5.4,0,-10.9,1.2,-3.5,0,-10.4,1.4
816,0,1.7,5.8,4.8,0,0,1.6,-6,0,0,0,0,0,1.3,-6.8,4,0,1.4,-7.8,3.9,0,1.7,-7.8,4.1
817,2.4,3.5,9.4,7.3,2.2,2.5,2.7,-3.2,2.1,2.2,2.2,2.5,2.9,3.3,-4.2,5.4,0.9,3.4,-5.2,5.5,3,3.7,-4.8,5.7
818,5.2,7.1,11,8.9,5.5,5.8,5.5,-2.1,5.4,5.5,5.6,5.8,5.8,6.4,-2.9,8.5,3.8,6.5,-3.9,8.5,5.9,6.8,-3.5,8.7
